Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
LSDr,-0.00536100188038321,-0.121799148416222,-0.00647332510099194,0,0,0,0.0574745882504291,5.32090282853742E-06,-4.50566976959863E-08,1.80744272504803E-07,3.89871010021898E-06,9.66718121994141E-08,5.34945047353967E-06,0,0,0,0,0,0,package://DOG_URDF_v2/meshes/LSDr.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://DOG_URDF_v2/meshes/LSDr.STL,,Left_SD_r-1,Origin_LSDr,L_SD_r <Left_SD_r-1>,LSDr,fixed,-0.011212,0.0096261,0.0067889,3.0698,-0.001057,3.1416,LSDy,0,0,0,0,0,-1.47,0.22,,,,,,,,
LARMp,0.00842584017580028,-0.0309113757245012,-0.00312633175360193,0,0,0,0.0209282678801927,7.89102932509804E-06,-4.36365078618277E-08,-5.16889868632925E-08,1.82422620382209E-06,-3.62176698241952E-08,6.79109487310147E-06,0,0,0,0,0,0,package://DOG_URDF_v2/meshes/LARMp.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://DOG_URDF_v2/meshes/LARMp.STL,,Left_ARM_p-1,Origin_LARMp,LARMp,LARMp,revolute,-0.0052192,-0.14965,-0.0039661,0.071826,0,0,LSDr,-1,0,0,0,0,-0.29,2.3,,,,,,,,
L_arm_feet,1.25728011335369E-09,-0.00347223848989289,2.946327209985E-12,0,0,0,0.00799479692520879,7.21828495550259E-07,1.01195824181221E-14,1.77605551648471E-13,1.35714673829769E-06,3.68983278718154E-16,7.21874986504486E-07,0,0,0,0,0,0,package://DOG_URDF_v2/meshes/L_arm_feet.STL,1,1,1,1,0,0,0,0,0,0,package://DOG_URDF_v2/meshes/L_arm_feet.STL,,feet-4,Origin_L_arm_feet,Axis_L_arm_feet,L_arm_feet,fixed,0,-0.16248,0,3.1416,0.053568,3.1416,LARMp,0,0,0,,,,,,,,,,,,
RHIPp,-0.0178691059718996,-0.0245376874433173,-0.00594363108026674,0,0,0,0.00866996756566654,2.41854816289442E-06,4.81669677340809E-08,3.69839487107744E-07,2.62122104924701E-06,-1.1597192265796E-07,8.26141091389485E-07,0,0,0,0,0,0,package://DOG_URDF_v2/meshes/RHIPp.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://DOG_URDF_v2/meshes/RHIPp.STL,,0203AssembleBodyURDF_【1217RightThighP1】【1216】【1209】RightThighP1-1,Origin_RHIPp,RHIPp,RHIPp,revolute,0.06515,0.0068119,0.0095357,1.499,0,0,base_link,-1,0,0,0,0,-1.57,1.57,,,,,,,,
RHIPy,-0.00268951566935502,-0.043290712323549,-0.0121725877314747,0,0,0,0.00270878888761669,7.44326056980044E-07,9.4662236955116E-08,4.12905364173843E-08,5.11482673925871E-07,2.03709556090734E-07,4.13356846017118E-07,0,0,0,0,0,0,package://DOG_URDF_v2/meshes/RHIPy.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://DOG_URDF_v2/meshes/RHIPy.STL,,0203AssembleBodyURDF_【1217RightThighP2】【1216】【1209】RightThighP2-1,Origin_RHIPy,RHIPy,RHIPy,revolute,0,0,0,0,0,0,RHIPp,0,0.071764,-0.99742,0,0,-1.4,0.14,,,,,,,,
RHIPr,-0.00536100171573586,-0.121799148254415,-0.00647332510683165,0,0,0,0.0574745877462976,5.32090280918623E-06,-4.50567007702034E-08,1.80744274836868E-07,3.89871007897006E-06,9.66718139581992E-08,5.34945045361265E-06,0,0,0,0,0,0,package://DOG_URDF_v2/meshes/RHIPr.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://DOG_URDF_v2/meshes/RHIPr.STL,,0203AssembleBodyURDF_【1217RightThighP3】【1216】【1209】RightThighP3-1,Origin_RHIPr,,RHIPr,fixed,0,0,0,0,0,0,RHIPy,0,0,0,0,0,-0.22,1.47,,,,,,,,
RKNEEP,0.00842584018192902,-0.0309113757270742,-0.00312633174717844,0,0,0,0.020928267876128,7.8910293248708E-06,-4.36365099523146E-08,-5.16889868630502E-08,1.8242262038754E-06,-3.62176639322485E-08,6.79109487282578E-06,0,0,0,0,0,0,package://DOG_URDF_v2/meshes/RKNEEP.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://DOG_URDF_v2/meshes/RKNEEP.STL,,0203AssembleBodyURDF_【1216】【Leg_RightShank】【1209】LegAssem_RightShank-2,Origin_RKNEEP,RKNEEp,RKNEEP,revolute,-0.0052192,-0.14965,-0.0039661,0.071826,0,0,RHIPr,-1,0,0,0,0,-0.29,2.3,,,,,,,,
R_Feet,1.2953148137429E-09,-0.00336690315123922,7.96914181915237E-12,0,0,0,0.00799479683879013,7.21828532435391E-07,1.07361781762846E-14,1.77506040692176E-13,1.3571467402155E-06,-1.44080202755807E-16,7.21874996864769E-07,0,0,0,0,0,0,package://DOG_URDF_v2/meshes/R_Feet.STL,1,1,1,1,0,0,0,0,0,0,package://DOG_URDF_v2/meshes/R_Feet.STL,,feet-2,Origin_R_Feet,Axis_R_Feet,R_Feet,fixed,0,-0.1635,0,0,0,0,RKNEEP,0,0,0,,,,,,,,,,,,
LHIPp,0.00532159384425412,-0.0161945776708872,-0.0114893043421857,0,0,0,0.0082432607435776,2.40080281351026E-06,-7.4518386466265E-08,-3.65127810022732E-07,2.58667384237902E-06,-2.43286627563919E-07,8.4204029924739E-07,0,0,0,0,0,0,package://DOG_URDF_v2/meshes/LHIPp.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://DOG_URDF_v2/meshes/LHIPp.STL,,0203AssembleBodyURDF_【1217LeftThighP1】【1216LeftThigh】【1209】LeftThigh2P1_V2-1,Origin_LHIPp,LHIPp,LHIPp,revolute,-0.054447,0.00010002,0.00013224,1.5708,0.0023807,-0.001057,base_link,1,0.0023807,-0.001057,0,0,-1.57,1.57,,,,,,,,
LHIPy,-0.0085393637215224,-0.0344797499848764,-0.0158346788164399,0,0,0,0.00270878888761669,7.44326056980035E-07,-9.7381329668678E-08,-3.4390756533453E-08,5.40139866980605E-07,1.94587609407361E-07,3.84699652962392E-07,0,0,0,0,0,0,package://DOG_URDF_v2/meshes/LHIPy.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://DOG_URDF_v2/meshes/LHIPy.STL,,0203AssembleBodyURDF_【1217LeftThighP2】【1216LeftThigh】【1209】LeftThigh2P2_V2-1,Origin_LHIPy,LHIPy,LHIPy,revolute,0,0,0,0,0,0,LHIPp,-0.001057,0,-1,0,0,-0.14,1.4,,,,,,,,
LHIPr,-0.00495378274361468,-0.11193695280084,-0.00531695785057294,0,0,0,0.0562439569404553,5.27058556255572E-06,4.82411876748672E-09,-1.90476290223498E-07,3.8887229879014E-06,1.8387664385341E-07,5.30321916922736E-06,0,0,0,0,0,0,package://DOG_URDF_v2/meshes/LHIPr.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://DOG_URDF_v2/meshes/LHIPr.STL,,0203AssembleBodyURDF_【1217LeftThighP3】【1216LeftThigh】【1209】LeftThigh2P3-1,Origin_LHIPr,,LHIPr,fixed,0,0,0,-0.0063818,0.00081765,-0.035763,LHIPy,0,0,0,0,0,-1.47,0.22,,,,,,,,
LKNEEp,-0.00880877617723867,-0.0323182738276386,-0.00327862357903235,0,0,0,0.0200172060091246,7.84171810150803E-06,4.36365103236137E-08,5.16889175399961E-08,1.7983558799239E-06,-3.62157974615949E-08,6.76522447503461E-06,0,0,0,0,0,0,package://DOG_URDF_v2/meshes/LKNEEp.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://DOG_URDF_v2/meshes/LKNEEp.STL,,0203AssembleBodyURDF_【1216】【Leg_LeftShank2】LeftShank-2,Origin_LKNEEp,LKNEEp,LKNEEp,revolute,-0.0044911,-0.14017,-0.00089451,0.0063485,1.1667E-05,0.035763,LHIPr,1,0,0,0,0,-2.3,0.29,,,,,,,,
L_Feet,1.2573194846377E-09,-0.00347238996276056,8.53391004238847E-12,0,0,0,0.00799479692520805,7.21828495550337E-07,1.010458202619E-14,1.77610941651355E-13,1.35714673829753E-06,-1.81731638573076E-16,7.21874986504292E-07,0,0,0,0,0,0,package://DOG_URDF_v2/meshes/L_Feet.STL,1,1,1,1,0,0,0,0,0,0,package://DOG_URDF_v2/meshes/L_Feet.STL,,feet-1,Origin_L_Feet,Axis_L_Feet,L_Feet,fixed,0,-0.16239,0,0,0,0,LKNEEp,0,0,0,,,,,,,,,,,,
